0.3141608;0.2538843;0.003214826;0.1359171;0.7180469;0.1992054;1;0.6030741;0.9411489;0.07355923;0.2820234;0.5641875;0;0.02264302;0.4183496;0.4281675;0;surprise
0.3010528;0.2704562;0.01547905;0.1583872;0.7726267;0.1591358;0.987541;0.6707999;1;0.0348395;0.2372496;0.6010209;0.01413716;0.01575126;0.3154258;0.3640972;0.01462455;surprise
0.3005101;0.2647974;0.01095831;0.1549659;0.74964;0.1276549;0.9836715;0.7322129;0.9756183;0.05242184;0.2063462;0.6368507;0.01425131;0.0290298;0.3316417;0.3816522;0.00963378;surprise
0.3111362;0.2183426;0.01293497;0.1780476;0.678025;0.1652095;0.9989331;0.7078813;0.935146;0.08404404;0.2102673;0.6181807;0;0.04792145;0.2521104;0.2901285;0.01256145;surprise
0.3113554;0.1558957;0.01092571;0.07648106;0.6868635;0.1249163;0.9897287;0.5681018;0.8113014;0.1006659;0.264583;0.5259948;8.62E-05;0.04250751;0.007194564;0.06650899;0;surprise
0.2605331;0.1309639;0.01811382;0.09919142;0.7729052;0.04630929;0.9718257;0.6212642;0.9201715;0.06314407;0.1787304;0.516966;0.01583677;0;0.01240422;0;0.01151344;surprise
0.2721662;0.130547;0.0248725;0.1375962;0.8703678;-0.02018271;0.9482094;0.6709856;0.8223777;0.05128434;0.1649263;0.5100743;0.01378053;0.01534655;0.05749476;0.03536886;0.003764072;surprise
0.2801931;0.0726556;0.01856976;0.1893813;0.8943718;0.03458111;0.9322695;0.7428823;0.816173;0.05637211;0.1428961;0.5005063;0.01009318;0;0.1032953;0.1102442;0.01190169;surprise
0.3063147;0.006216593;0.002061632;0.1631929;0.8845628;0.05358186;0.9069588;0.7648778;0.728699;0.1715865;0.196146;0.4921047;0.001419387;0.01356687;0.123577;0.1526787;0.008288031;surprise
0.3136301;0.002278877;0.02014978;0.1316101;0.8721597;-0.009728216;0.9250273;0.8546243;0.7632991;0.2006931;0.2314694;0.523017;0.00869696;0.03564103;0.1062006;0.1606622;0.01034314;surprise
0.3277557;-0.04572924;0.01389596;0.1241167;0.9249984;-0.006795292;1;0.8684705;0.8495813;0.2423715;0.3179502;0.5412749;0;0.01100587;0.2738774;0.3024436;0.004523734;surprise
0.3480341;-0.03299511;0.007756646;0.1586261;0.8809658;0.07454906;0.987178;0.8211048;0.791674;0.3373438;0.4420179;0.516344;0;0.03248989;0.4113313;0.4363912;0.007728168;surprise
0.3291568;-0.05079404;0.01766809;0.1117378;0.8115596;0.05627044;0.9843784;0.8794651;0.8498577;0.2956437;0.3882282;0.5223612;0.009953249;0.06007019;0.3084534;0.3442855;0.01792225;surprise
0.3415068;-0.0616044;0.01548245;0.1145839;0.862171;0.03005471;0.978253;0.8393366;0.803689;0.2963829;0.4033302;0.436892;0;0.01239868;0.2620546;0.3219826;0;surprise
0.3217851;-0.09883314;0.01892976;0.1131961;0.7653234;0.02627357;0.9618367;0.7560437;0.7160771;0.2897412;0.3668841;0.3549804;0.008660488;0.03183141;0;0.005439252;0.01930506;surprise
0.2737493;-0.04183705;0.01895293;0.07567308;0.6967416;-0.007655554;0.9414299;0.8201318;0.7174578;0.2547376;0.310137;0.3593371;0.02761087;0.1069249;0.01880351;0.03007049;0.01596227;surprise
0.2770021;-0.07977678;0.01865282;0.1386617;0.7884877;0.04005664;0.9799275;0.8268952;0.6544711;0.3830926;0.4149294;0.1826727;0.001573014;0.02995647;0.0274361;0.06019193;0.01450517;surprise
0.2320934;-0.07741063;0.02100951;0.07303538;0.6879836;0.02907953;0.9622473;0.9036741;0.6876195;0.3436724;0.3097945;0.2331078;0.02319945;0.1035392;0;0.01434537;0.02753423;surprise
0.2243563;-0.01197205;0.02323172;0.07251478;0.7089382;-0.04741425;0.9123982;1;0.6744173;0.3121429;0.26265;0.3498509;0.0540051;0.217207;0.02767402;0.04697712;0.002819514;surprise
0.230746;-0.01997428;0.005429395;0.07879351;0.6854573;0.03355055;0.9460732;0.9824216;0.739234;0.2604945;0.2208885;0.310728;0;0.1362442;0.04467629;0.1026349;0.01860607;surprise
0.2796801;-0.007418853;0.01559923;0.0895747;0.7666972;0.03726678;0.9718535;0.9733109;0.838693;0.198508;0.2364534;0.3875336;0.01460711;0.1677136;0.1783214;0.2189849;0.0130535;surprise
0.2979747;0.07811881;0.01530111;0.07388151;0.6932715;0.0550139;0.9670913;0.9799829;0.9893895;0.121487;0.1522992;0.5111001;0.02575676;0.1485507;0.3271339;0.3794756;0.01239868;surprise
0.3395846;0.07354473;0.001758195;0.1058219;0.8486446;0.02962514;0.9799988;0.9756594;0.9504045;0.1331752;0.116629;0.4607087;0.01730761;0.01278019;0.470316;0.4819696;0.01285232;surprise
0.3696234;-0.01947637;0.007635064;0.1331547;0.9587941;0.02466569;0.9861804;0.9563394;0.8296427;0.224343;0.2327895;0.4006977;0.009980198;0.01156773;0.3929163;0.4274247;0.01283418;surprise
0.369964;-0.01310382;0.013133;0.1197883;0.8978603;0.06823865;0.9954801;0.9776201;0.8246763;0.2855164;0.2652414;0.4251471;0;0.001243874;0.3315862;0.3876108;0.01433797;surprise
