0.2200227;-0.01405469;0.4957869;0.4450591;0.2390138;0.2326415;0.1008826;0.6593961;0.5436124;0.9845804;0.9850209;0;0.7167583;0.5927507;0.02012849;0.02435185;0.6211588;happy
0.194378;-0.02517973;0.5034351;0.3641146;0.1955559;0.2248522;0.1251568;0.6565881;0.5525753;0.9787945;0.9896975;0;0.7518442;0.6412813;0.1286786;0.1145278;0.5601138;happy
0.2987317;-0.1386932;0.4278061;1;0.3910387;0.8300637;0.3073363;0.3375508;0.1534543;0.9780869;0.9873365;0;0.5442356;0.4781245;0.4128651;0.3749596;0.1573021;happy
0.265195;-0.1132105;0.3697145;0.9680046;0.7693253;0.7055914;0.729501;0.3611688;0.197064;1;0.980625;0;0.4378994;0.2622201;0.4001571;0.3762138;0.1967342;happy
0.3444733;-0.08973502;0.3784032;0.7662824;0.2477667;0.4893838;0.1590711;0.1900674;0.2082725;0.985207;0.9747342;0;0.7559462;0.4694141;0.3254477;0.269589;0.3967119;happy
0.3502083;-0.1230705;0.3994451;0.7029551;0.1176249;0.4809524;0.1532992;0.2963678;0.3171819;0.9831751;0.9371608;0;0.7180056;0.5084242;0.02233712;0.02212025;0.5133885;happy
0.3683251;-0.1080332;0.4213043;0.670541;0.1478532;0.4095141;0.05435832;0.3536645;0.3413294;0.9649195;0.9628786;0;0.754402;0.4687481;0.07537309;0.05515055;0.40774;happy
0.3508104;-0.1113169;0.389882;0.4705701;0.1096548;0.1610197;0.02170632;0.5621126;0.4296014;0.9733337;0.9162868;0;0.7137277;0.4804772;0.0781225;0.05272546;0.4422743;happy
0.3202431;-0.05202418;0.4242182;0.4555225;0.2016892;0.08961147;0.02229306;0.7356116;0.4522745;0.9779214;0.9538274;0;0.762364;0.5058646;0.2703576;0.2233676;0.3945909;happy
0.331337;-0.07571671;0.2817;0.4484837;0.1529742;0.2488911;0.08000345;0.6204486;0.587304;0.9850564;0.9212852;0;0.751022;0.4516892;0.146455;0.1300642;0.5099913;happy
0.2364955;-0.147086;0.2806474;0.02918683;0.05669588;0.107921;0.1211653;0.3847708;0.4576925;0.9854766;0.9553574;0;0.8063901;0.6132903;0.01375543;0.01641652;0.4279283;happy
0.2373402;-0.1045474;0.4093865;0.02183784;0.1808528;0.07176149;0.02269409;0.6550615;0.6333742;0.983446;0.9811502;0;0.827507;0.5393713;0.02668042;0.02174395;0.4112446;happy
0.325649;-0.09888613;0.367014;0.2150363;0.1839189;0.1151846;0.03668595;0.6407068;0.5748509;0.9814864;0.980858;0;0.7314864;0.5579982;0.2663692;0.2047856;0.3882828;happy
0.4125358;-0.08526277;0.4862392;0.4662538;0.1680474;0.2415896;0.007208248;0.5699615;0.4325701;0.9658378;0.972513;0;0.687588;0.6230832;0.4671385;0.3719517;0.329855;happy
0.4528247;-0.1246577;0.4448336;0.3971245;0.01695482;0.3695494;0.03871902;0.2644069;0.3007022;0.9800755;0.9508887;0;0.7217295;0.6044102;0.1653477;0.1026207;0.4491436;happy
0.4372202;-0.1062877;0.4424015;0.4302194;0.1370853;0.1591896;0.0132244;0.4645808;0.3973652;0.9696928;0.9751505;0;0.7526522;0.6159167;0.2794099;0.1870954;0.2172119;happy
0.3894641;-0.1403092;0.488071;0.4195031;0.2527618;-0.01555919;0.001364538;0.7281097;0.4240087;0.9520664;0.9267501;0;0.7817608;0.4739681;0.2527121;0.1713298;0.2288408;happy
0.3917101;-0.1433358;0.3946359;0.3305992;0.2217696;-0.02168726;0.02243567;0.8300399;0.4883633;0.9606959;0.8823553;0;0.6258411;0.3638384;0.2185804;0.1607367;0.3039135;happy
0.3547054;-0.1195821;0.4993472;0.5232564;0.1449949;0.3180741;0.02235181;0.7180769;0.3613247;0.9731173;0.8149955;0;0.6516545;0.4987305;0.05597645;0.04037443;0.4823798;happy
0.2919152;-0.08033189;0.3230192;0.0951539;0.3672313;-0.06002868;0.1497976;0.5537928;0.3196096;0.9864827;0.9822207;0;0.7439632;0.4986207;0.008844535;0.01051926;0.3737216;happy
0.2220414;-0.01650328;0.3392566;0.100767;0.13996;0.1650665;0.1375711;0.4861233;0.5656413;0.9888349;0.9707329;0;0.6869039;0.5309325;0.01701608;0.01887756;0.5909796;happy
0.07391839;0.02042979;0.3098651;0.2788827;0.4276293;0.133514;0.3598301;0;0.0170006;1;1;0;0.7682638;0.3262117;0.008250028;0.00645389;0.4311926;happy
0.1041472;-0.09605597;0.2669457;0.6900837;0.6643051;0.2249677;0.4258501;0.007940365;0;1;1;0;0.47973;0.09205811;0.02563062;0.0294507;0.1151747;happy
0.09358262;-0.155164;0.2794286;0.5740862;0.5696412;0.2808429;0.3981724;0.005199547;0;1;1;0;0.4388235;0.09603807;0.03395249;0.04607672;0.2922519;happy
0.05784027;-0.1487597;0.2810289;0.6359945;0.6466624;0.1046257;0.3592166;0.01027965;0;1;1;0;0.4412451;0.01083144;0.01794868;0.01920993;0.07737683;happy
0.104038;-0.1915409;0.219087;0.7563683;0.6299143;0.4514769;0.4853841;0.006344457;0;1;1;0;0.2967697;0.07554957;0.04118021;0.03687277;0.03799132;happy
